Carimbo de data/hora,Curso,Semestre,Idade,Sexo,Frase [Faço amigos com facilidade na minha universidade.],Frase [Acredito que posso concretizar meus valores na profissão que escolhi.],Frase [Mesmo que pudesse não mudaria de universidade.],Frase [Costumo ter variações de humor.],"Frase [Olhando para trás, consigo identificar as razões que me levaram a escolher este curso.]",Frase [Nos estudos não estou conseguindo acompanhar o ritmo dos meus colegas de turma.],Frase [Escolhi bem o curso que frequento.],Frase [Tenho boas qualidades para a área profissional que escolhi.],Frase [Sinto-me triste ou abatido.],Frase [Administro bem meu tempo.],Frase [Ultimamente me sinto desorientado e confuso.],Frase [Tenho sido estimulado pelos meus professores na universidade a me desenvolver profissionalmente.],Frase [Gosto da universidade em que estudo.],Frase [Há situações em que sinto que estou perdendo o controle.],Frase [Sinto-me envolvido com o meu curso.],Frase [Conheço bem os serviços oferecidos pela minha universidade.],Frase [Gostaria de concluir o meu curso na instituição que agora frequento.],"Frase [Nos últimos tempos, me tornei mais pessimista.]",Frase [Meus colegas têm sido importantes para meu crescimento pessoal.],Frase [Minha trajetória universitária corresponde às minhas expectativas vocacionais.],Frase [Sinto cansaço e sonolência durante o dia.],Frase [Acredito que o meu curso me possibilitará a realização profissional.],Frase [Gosto das aulas do meu curso de graduação.],Frase [Acredito possuir bons amigos na universidade.],Frase [Sinto-me em forma e com um bom ritmo de trabalho.],Frase [Tenho desenvolvido amizades satisfatórias com os meus colegas de curso.],Frase [Tenho momentos de angústia.],Frase [Tenho dificuldades em achar um colega que me ajude num problema pessoal.],Frase [Não consigo concentrar-me numa tarefa durante muito tempo.],Frase [Faço um planejamento diário das coisas que tenho para fazer.],Frase [Tenho boas relações de amizade com colegas de ambos os sexos.],Frase [Consigo ter o trabalho escolar sempre em dia.],Frase [Quando conheço novos colegas não sinto dificuldades em iniciar uma conversa.],Frase [Escolhi o curso que me parece mais de acordo com as minhas aptidões e capacidades.],Frase [Há situações em sala de aula que os professores diminuem minha autoestima.],Frase [Sou visto como uma pessoa amigável e simpática.],Frase [Penso em muitas coisas que me deixam triste.],Frase [Procuro conviver com meus colegas fora dos horários das aulas.],Frase [Sei estabelecer prioridades no que diz respeito à organização do meu tempo.],Frase [Tomo a iniciativa de convidar os meus amigos para sair.],"Frase [Minhas relações de amizade são cada vez mais estáveis, duradouras e independentes.]",Frase [Faço boas anotações das aulas.],Frase [Sinto-me fisicamente delibitado.],Frase [Sinto-me encorajado para falar com meus professores.],Frase [A minha universidade não me desperta interesse.],Frase [Consigo ser eficaz na minha preparação para as provas.],Frase [A biblioteca da minha universidade é completa.],Frase [Procuro sistematizar/organizar a informação dada nas aulas. ],Frase [Simpatizo com a cidade onde se situa minha universidade.],Frase [Tenho dificuldades em tomar decisões.],Frase [Sinto-me desiludido com o meu curso.],Frase [Tenho capacidade para estudar.],Frase [Meus gostos pessoais foram decisivos na escolha do meu curso.],Frase [Tenho me sentido ansioso.],Frase [Estou no curso que sempre sonhei.],Frase [Sinto-me feliz com a forma como meus professores me tratam.],Frase [Sou pontual na chegada às aulas.],Frase [O meu curso tem boa infraestrutura.],Frase [Não consigo fazer amizade com meus colegas.],Frase [Mesmo que pudesse não mudaria de curso.],O que você achou deste questionário?
3/22/2018 21:06:09,Engenharia Química,1º semestre,Menos de 18 anos,Masculino,3,4,5,2,4,3,4,4,2,4,3,5,5,2,4,3,5,2,4,3,1,3,5,4,4,4,2,3,2,3,3,3,3,3,1,3,2,5,4,3,4,4,1,3,1,3,4,3,1,2,2,4,4,2,1,4,5,5,1,4,
3/22/2018 21:06:57,Engenharia Civil,5º semestre,18 a 21 anos,Masculino,4,5,5,1,5,1,5,5,1,4,1,4,5,1,4,3,4,1,5,4,1,5,4,5,5,5,1,1,1,2,5,4,4,5,2,4,1,4,4,1,5,1,1,3,1,5,3,1,4,1,1,4,5,1,5,4,5,3,1,5,Bastante completo
3/22/2018 21:07:17,Engenharia Química,9º semestre,22 a 25 anos,Masculino,2,5,1,1,3,2,1,2,3,2,4,1,1,2,1,3,5,4,1,1,4,1,2,1,2,1,5,5,5,2,4,4,2,1,5,4,3,2,2,4,3,3,1,1,5,1,2,2,1,5,5,4,2,5,3,1,3,1,3,1,Legal
3/22/2018 21:13:50,Engenharia Civil,1º semestre,Menos de 18 anos,Masculino,5,5,3,1,5,1,5,5,1,3,4,3,4,1,4,4,5,5,3,4,2,5,3,3,3,4,3,1,3,3,5,4,4,5,1,4,3,3,4,1,3,1,1,3,1,4,5,4,5,3,5,5,5,1,4,5,5,5,1,3,Interessante
3/22/2018 21:20:03,Engenharia Civil,1º semestre,18 a 21 anos,Masculino,3,3,5,5,4,3,3,4,2,2,3,4,5,4,3,3,5,2,4,3,3,4,4,4,2,3,4,5,1,2,4,3,3,3,1,4,1,1,3,1,2,3,3,3,1,3,4,3,5,4,2,4,3,4,1,4,2,3,1,3,
3/22/2018 21:23:21,Engenharia Química,3º semestre,22 a 25 anos,Masculino,2,4,1,5,5,4,5,4,5,4,5,3,4,5,4,3,4,5,2,5,3,5,4,2,2,1,5,5,4,5,1,3,1,5,4,1,5,2,3,1,1,4,1,2,2,1,3,4,2,4,1,2,5,5,5,4,4,4,4,5,Um questionário bem completo que leva em consideração sua vida pessoal e acadêmica e como elas se afetam no seu desenvolvimento. Muito interessante.
3/22/2018 21:25:43,Engenharia Química,7º semestre,18 a 21 anos,Feminino,4,5,3,4,5,1,4,5,2,3,1,3,4,2,3,3,5,1,4,3,2,3,3,5,3,5,2,1,2,4,5,2,5,5,4,5,2,5,4,5,5,5,2,3,1,3,5,4,5,2,1,5,5,1,3,2,5,4,1,5,
3/22/2018 21:28:08,Engenharia Ambiental,1º semestre,18 a 21 anos,Feminino,5,5,5,2,5,4,5,4,2,1,5,4,5,1,2,1,5,3,4,4,5,5,4,3,1,3,2,1,1,2,5,1,5,4,1,5,3,5,2,4,3,3,1,5,1,2,3,4,5,2,1,5,5,4,4,4,4,4,1,5,Um pouco desconexo 🤔 Mas interessante tentar entender os alunos dessa maneira...
3/22/2018 21:32:57,Engenharia Química,5º semestre,18 a 21 anos,Feminino,3,4,1,5,4,5,4,4,5,1,5,1,2,5,4,4,3,5,3,1,5,4,2,4,2,3,5,4,4,4,3,2,5,4,4,4,4,2,2,2,3,4,4,1,4,2,4,4,1,4,2,3,2,5,3,3,4,4,1,3,Meio triste 
3/22/2018 21:54:18,Engenharia de Produção Mecânica,"""Fatorial"": no caso de você está fazendo disciplinas de diferentes/vários semestres.",22 a 25 anos,Masculino,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,4,1,1,1,2,1,1,1,1,5,4,1,1,1,1,1,2,3,1,4,1,1,1,1,1,3,1,2,1,2,1,3,3,3,2,3,5,1,1,1,2,5,3,longooooooo
3/22/2018 21:56:28,Engenharia de Produção Mecânica,"3º semestre, ""Fatorial"": no caso de você está fazendo disciplinas de diferentes/vários semestres.",18 a 21 anos,Masculino,3,5,2,3,5,4,5,5,1,3,1,4,5,2,4,4,5,1,2,2,5,5,3,4,4,4,2,2,1,2,4,3,3,5,2,3,2,3,4,4,5,5,2,4,2,2,2,3,3,2,1,4,5,2,5,4,4,3,2,5,
3/22/2018 22:15:34,Engenharia Mecânica,1º semestre,Menos de 18 anos,Masculino,3,4,3,3,4,2,4,4,1,3,3,4,4,2,4,3,3,2,4,4,4,4,4,3,3,4,3,4,3,2,3,3,3,4,2,4,4,4,4,2,4,3,3,2,1,4,5,4,4,4,2,4,4,4,3,4,3,4,2,4,Muito detalhado e específico.
3/22/2018 22:26:51,Engenharia Civil,"""Fatorial"": no caso de você está fazendo disciplinas de diferentes/vários semestres.",22 a 25 anos,Masculino,4,4,5,2,4,2,4,4,1,4,2,3,5,2,4,3,5,1,4,3,4,3,5,4,4,4,2,3,3,4,4,3,3,3,3,4,3,4,4,3,3,4,3,3,2,4,3,4,3,3,3,5,4,3,4,3,5,3,1,5,
3/22/2018 22:37:11,Engenharia de Computação,1º semestre,18 a 21 anos,Masculino,3,4,3,2,3,2,3,5,3,2,4,4,4,4,4,4,3,2,4,3,4,4,4,4,2,3,4,2,1,1,5,4,4,3,4,4,2,3,4,4,4,4,4,3,2,3,4,4,4,2,4,4,3,1,2,4,4,4,2,1,Espontâneo e abrangente 
3/22/2018 22:53:32,Engenharia Mecânica,1º semestre,18 a 21 anos,Feminino,1,4,5,5,5,2,4,4,5,2,1,4,3,4,4,1,5,4,1,4,5,4,4,1,3,1,5,5,5,4,3,2,4,2,4,3,5,1,3,1,1,4,5,1,3,4,4,4,4,4,2,4,2,4,4,2,4,3,5,4,
3/22/2018 23:03:49,Engenharia Civil,9º semestre,22 a 25 anos,Feminino,3,4,4,2,5,2,5,3,5,1,2,2,3,5,4,2,5,5,3,2,4,3,3,5,2,5,5,2,2,2,4,1,3,4,3,3,2,3,1,4,4,2,2,3,1,3,3,2,2,2,4,4,4,5,4,4,1,2,1,2,"Bacana, porém não compreendi o resultado gerado com minhas respostas."
3/22/2018 23:05:03,Engenharia de Computação,1º semestre,18 a 21 anos,Masculino,2,4,2,2,4,1,4,3,3,2,2,2,3,2,3,3,3,2,2,2,5,4,3,3,2,2,2,3,3,1,2,3,2,2,1,2,4,2,2,2,4,1,3,3,3,3,3,2,2,3,1,5,4,1,2,2,5,3,4,3,é né
3/22/2018 23:10:04,Engenharia de Computação,1º semestre,18 a 21 anos,Masculino,3,2,1,4,5,2,5,5,1,3,2,1,2,1,3,2,5,1,2,1,2,1,2,4,2,4,1,1,4,3,3,2,5,5,1,4,2,3,3,5,2,1,1,2,1,3,1,5,2,2,2,4,5,2,1,1,5,5,1,1,Elaborado
3/22/2018 23:14:24,Engenharia Mecânica,"""Fatorial"": no caso de você está fazendo disciplinas de diferentes/vários semestres.",22 a 25 anos,Masculino,4,3,3,3,3,4,3,4,3,2,4,1,2,3,2,3,4,5,4,3,4,3,2,4,3,4,4,4,4,4,4,3,3,4,4,4,4,3,3,3,4,4,3,2,3,3,2,3,3,3,4,3,4,4,3,2,4,3,2,3,
3/22/2018 23:18:15,Engenharia Metalúrgica,1º semestre,Menos de 18 anos,Masculino,4,4,5,5,4,2,3,3,3,3,3,5,5,2,4,2,5,2,4,4,2,4,4,4,2,4,3,1,2,4,5,5,3,3,1,4,4,5,5,3,5,5,3,1,1,3,4,3,5,3,3,4,4,3,1,4,4,5,1,1,Relevante.
3/22/2018 23:30:19,Engenharia Civil,"""Fatorial"": no caso de você está fazendo disciplinas de diferentes/vários semestres.",18 a 21 anos,Masculino,4,3,3,3,3,3,3,4,4,3,3,2,3,3,2,2,2,3,3,2,3,3,3,4,3,3,4,3,4,3,4,3,4,3,3,2,3,3,3,3,3,3,3,3,4,3,2,3,3,3,4,3,3,4,3,2,4,3,3,2,Muito bem elaborado
3/22/2018 23:51:09,Arquitetura e Urbanismo,1º semestre,Menos de 18 anos,Feminino,4,3,2,3,2,2,3,3,2,2,1,3,4,2,3,2,3,2,4,3,3,3,4,4,3,4,2,2,3,2,4,3,3,4,2,4,2,4,3,3,4,3,2,3,2,3,4,4,4,2,2,4,4,2,2,3,3,3,2,2,
3/22/2018 23:52:00,Design,1º semestre,Menos de 18 anos,Feminino,3,4,5,2,5,1,5,5,3,3,2,5,5,1,5,4,5,3,3,5,2,5,5,5,3,5,2,3,2,2,5,4,2,5,1,4,3,2,3,3,4,4,1,5,1,4,4,3,5,5,1,5,5,3,4,5,4,5,3,5,top
3/23/2018 0:01:03,Engenharia de Produção Mecânica,3º semestre,18 a 21 anos,Masculino,3,4,5,2,4,5,5,4,1,2,3,2,4,1,5,3,5,3,3,4,5,4,3,3,2,4,4,4,5,5,4,2,3,5,3,3,3,4,3,3,3,5,4,1,1,2,2,3,3,3,2,3,5,5,4,2,4,3,1,5,"Muito bom, pois pide expor algumas opiniões sobre minha vida acadêmica"
3/23/2018 0:03:29,Engenharia de Energias Renováveis,9º semestre,30 anos ou mais,Masculino,3,2,3,2,4,1,3,5,3,2,2,1,2,3,2,3,4,4,2,2,4,2,1,3,2,3,2,4,1,3,4,4,4,4,3,3,3,3,3,3,3,3,2,3,2,3,2,4,4,1,3,5,5,3,2,2,4,1,3,3,Meio vago em vários questionamentos.
3/23/2018 0:12:03,Engenharia Elétrica,7º semestre,18 a 21 anos,Masculino,3,3,3,2,4,4,2,4,3,2,2,2,4,2,4,4,4,4,4,4,4,2,2,4,3,4,3,3,2,3,5,2,3,3,1,4,2,4,4,1,4,1,2,3,2,2,3,2,4,4,3,4,3,3,3,4,2,3,2,4,"Muito interessante, no geral. "
3/23/2018 0:24:18,Engenharia Química,7º semestre,22 a 25 anos,Masculino,4,2,4,1,4,3,5,4,3,2,4,2,5,3,3,1,5,1,5,2,5,5,4,5,2,3,2,2,2,1,2,1,5,4,4,4,3,3,3,4,4,3,5,1,2,4,4,3,3,4,2,5,5,5,5,1,2,4,1,5,Extenso porém aborda ótimos temas
3/23/2018 0:57:23,Engenharia de Telecomunicações,1º semestre,Menos de 18 anos,Feminino,1,1,1,3,1,1,2,4,1,1,1,1,1,1,1,1,2,2,1,1,4,1,4,1,3,1,4,5,4,5,3,3,5,1,1,3,1,1,5,1,3,3,3,3,3,4,1,4,5,4,4,5,2,3,1,4,5,5,3,1,.
3/23/2018 6:24:26,Engenharia Civil,1º semestre,Menos de 18 anos,Masculino,5,5,3,4,3,5,4,4,5,2,5,1,3,5,4,4,4,5,5,4,5,5,2,4,1,4,5,1,3,3,4,3,5,5,5,5,5,3,3,2,3,4,5,2,1,1,5,4,5,3,2,5,5,5,3,3,3,4,1,3,bastante proveitoso e espero que venha a sanar os problemas apontados em comum pela maioria dos estudantes.
3/23/2018 7:54:06,Engenharia Química,3º semestre,18 a 21 anos,Masculino,2,2,5,4,3,3,3,4,5,3,4,4,3,5,3,3,5,5,5,2,5,2,2,5,2,4,5,2,3,4,4,3,2,4,3,3,4,3,4,2,3,5,4,2,3,1,3,3,2,3,3,4,4,4,3,2,5,4,2,5,"Achei bastante relevante, já que alguns universitários se sentem MUITO desmotivados dentro da universidade. Muitos pontos descreveram perfeitamente como eu me sinto."
3/23/2018 8:51:49,Engenharia de Telecomunicações,1º semestre,30 anos ou mais,Masculino,3,5,5,1,5,1,5,5,1,3,1,3,5,1,5,3,5,1,1,5,1,5,3,1,3,1,1,5,1,3,3,4,5,5,1,3,1,1,3,1,1,3,1,5,1,4,5,4,5,1,1,5,5,1,5,3,4,4,2,5,satisfatorio
3/23/2018 9:12:46,Engenharia de Produção Mecânica,9º semestre,18 a 21 anos,Masculino,3,2,1,4,2,2,2,4,4,2,4,1,1,3,1,5,4,4,4,2,5,2,1,5,2,4,4,2,4,2,2,4,2,5,5,4,4,4,3,4,3,2,2,1,5,4,4,2,4,3,5,5,5,4,2,1,5,3,2,1,
3/23/2018 9:41:44,Engenharia Química,"""Fatorial"": no caso de você está fazendo disciplinas de diferentes/vários semestres.",18 a 21 anos,Feminino,3,5,5,3,5,1,5,4,2,4,1,5,5,3,4,3,5,2,4,3,2,5,2,5,4,5,4,2,1,5,5,4,4,5,2,4,3,3,5,3,3,4,3,4,1,4,5,3,4,3,1,5,5,3,5,5,2,5,1,5,"Achei bastante completo, aborda praticamente todos os aspectos da vida acadêmica. Acredito que faltaram perguntas relacionadas ao aluno ter ou não alguma atividade remunerada dentro ou fora da universidade. :)"
3/23/2018 10:20:15,Engenharia Química,9º semestre,26 a 29 anos,Masculino,2,3,5,5,3,3,1,4,4,3,4,2,5,5,2,3,5,4,4,1,4,2,1,2,2,2,4,5,4,4,3,3,2,4,5,4,5,3,2,2,1,3,3,3,1,2,3,3,3,5,5,5,2,5,1,3,3,3,4,5,Interessante!
3/23/2018 10:29:54,Engenharia Civil,1º semestre,18 a 21 anos,Masculino,3,4,5,3,3,2,4,4,3,3,2,3,4,3,4,3,5,3,4,3,3,4,3,3,3,3,3,2,2,4,4,3,4,5,1,3,2,2,3,2,2,2,1,3,1,3,3,3,4,3,2,3,4,3,4,3,4,4,2,5,"Interessante, gostaria que fosse divulgado uma estatística das respostas para o público em geral."
3/23/2018 10:37:06,Engenharia Civil,1º semestre,Menos de 18 anos,Feminino,3,5,5,3,5,3,5,5,1,3,3,3,5,3,3,4,5,2,5,5,3,5,4,5,3,5,3,3,3,2,5,2,4,5,4,5,3,5,3,4,5,5,3,2,1,2,4,4,5,2,1,4,5,3,5,3,5,4,1,5,Necessário
3/23/2018 10:48:13,Engenharia Química,3º semestre,18 a 21 anos,Masculino,3,3,2,4,5,1,4,3,5,3,2,3,4,4,4,2,3,3,5,3,2,4,4,4,3,4,4,5,2,1,5,3,2,4,2,3,4,4,3,1,4,5,4,2,2,4,3,4,2,5,2,5,2,4,3,5,5,4,2,4,
3/23/2018 11:31:20,Engenharia Elétrica,9º semestre,22 a 25 anos,Masculino,2,3,2,4,2,1,3,4,5,3,4,2,1,4,1,3,5,5,2,1,5,2,1,1,1,1,5,5,4,3,2,4,2,5,5,4,4,2,2,2,4,4,3,1,5,5,4,4,1,5,5,3,4,5,3,5,5,2,4,3,Útil
3/23/2018 11:35:54,Engenharia Metalúrgica,3º semestre,18 a 21 anos,Masculino,3,3,2,4,3,3,3,3,4,2,4,4,2,4,2,3,3,3,2,4,5,3,3,2,2,2,4,3,3,2,2,2,2,3,3,2,4,2,2,3,1,3,3,3,4,3,3,4,3,4,4,4,3,3,1,3,4,3,3,1,Bom
3/23/2018 12:14:20,Design,1º semestre,18 a 21 anos,Feminino,4,5,4,3,5,3,5,5,2,2,2,2,5,2,5,5,5,2,4,5,5,5,1,5,3,5,4,1,4,5,5,2,5,5,3,5,3,5,5,5,5,3,3,3,1,4,3,4,4,2,1,4,5,3,5,3,5,1,1,5,Otimo
3/23/2018 12:17:41,Engenharia Química,"""Fatorial"": no caso de você está fazendo disciplinas de diferentes/vários semestres.",18 a 21 anos,Masculino,4,3,5,3,2,2,4,2,2,2,4,2,5,3,3,2,5,2,5,2,4,4,3,4,2,4,4,2,4,2,5,3,2,1,2,4,3,5,4,4,3,4,3,3,1,3,5,4,1,3,2,4,4,2,3,4,3,4,2,4,"Objetivo, parcialmente completo"
3/23/2018 13:03:20,Engenharia Civil,9º semestre,22 a 25 anos,Feminino,3,3,2,4,5,2,5,4,5,2,4,2,5,5,3,3,5,5,5,3,5,4,4,5,2,3,5,4,4,3,5,2,1,3,4,4,4,4,3,5,5,2,5,1,1,4,3,4,5,5,4,5,5,5,4,3,5,4,1,4,Repetitivo muitas vezes.
3/23/2018 13:14:26,Engenharia Química,9º semestre,22 a 25 anos,Masculino,4,5,2,4,4,1,4,4,3,3,5,1,2,4,3,4,1,5,5,4,3,1,4,4,2,4,5,2,5,5,4,5,5,5,5,5,5,5,5,2,4,4,2,2,3,3,4,4,4,4,5,1,5,5,5,5,5,4,1,5,Bastante amplo.
3/23/2018 13:37:33,Engenharia Ambiental,"7º semestre, ""Fatorial"": no caso de você está fazendo disciplinas de diferentes/vários semestres.",22 a 25 anos,Feminino,3,4,3,2,4,4,4,4,2,3,2,2,4,3,4,4,4,2,3,3,3,4,4,4,3,4,3,2,2,3,4,3,3,3,2,3,2,3,4,3,3,3,1,4,2,3,2,3,5,2,2,4,3,2,2,3,3,4,2,2,Inesperado.
3/23/2018 15:02:24,Arquitetura e Urbanismo,"""Fatorial"": no caso de você está fazendo disciplinas de diferentes/vários semestres.",22 a 25 anos,Feminino,5,4,3,4,4,4,4,4,5,2,2,2,3,5,3,4,5,5,5,3,5,3,3,5,2,5,5,1,5,1,5,2,5,4,3,4,4,5,1,5,5,4,4,2,3,3,4,3,4,3,4,3,3,5,3,3,1,5,1,3,
3/23/2018 15:13:54,Engenharia Civil,10º semestre,22 a 25 anos,Masculino,3,3,3,1,3,3,4,4,3,3,2,3,4,2,4,4,4,2,4,4,2,3,2,3,2,3,2,3,3,3,2,2,2,3,2,3,2,2,2,2,3,3,2,3,2,1,2,3,3,2,2,3,2,2,2,3,2,4,2,3,
3/23/2018 15:40:44,Engenharia de Computação,3º semestre,22 a 25 anos,Masculino,4,5,5,1,5,3,5,5,1,4,1,2,5,1,5,5,5,4,3,4,5,5,5,5,3,4,4,1,1,2,5,4,4,5,1,4,2,5,5,1,5,5,3,5,1,4,3,5,5,1,1,3,4,2,5,5,5,5,1,5,Bem invasivo e certeiro quanto aos questionamentos que venho me fazendo.
3/23/2018 15:51:49,Engenharia de Computação,1º semestre,18 a 21 anos,Masculino,3,5,5,2,5,3,5,4,2,3,3,5,5,3,4,3,5,5,4,5,3,5,4,4,3,4,4,3,3,4,4,3,4,5,4,4,4,5,4,4,4,3,1,2,2,4,4,3,5,3,2,5,5,4,5,3,5,5,2,5,Boas perguntas
3/23/2018 16:53:27,Engenharia Civil,5º semestre,18 a 21 anos,Masculino,2,3,4,3,3,1,4,3,4,2,4,2,3,3,2,2,4,5,2,2,4,3,4,1,2,1,4,5,3,2,2,3,1,3,4,1,4,1,2,1,1,3,1,3,3,4,2,3,4,4,3,3,4,3,3,2,3,3,4,4,"Interessante para mapear o sentimento dos alunos em relação ao curso escolhido, relações com colegas e professores e com a universidade de maneira geral."
3/23/2018 17:03:17,Engenharia de Computação,"7º semestre, ""Fatorial"": no caso de você está fazendo disciplinas de diferentes/vários semestres.",22 a 25 anos,Masculino,1,5,3,2,4,3,5,4,5,1,3,2,5,3,1,3,5,1,1,2,2,3,2,1,1,1,3,2,3,1,4,1,1,5,2,3,5,1,2,1,1,2,1,2,2,2,4,2,5,4,1,3,5,2,3,3,4,3,5,5,"longo e cansativo, embora promova reflexão"
3/23/2018 18:25:52,Engenharia de Computação,"7º semestre, ""Fatorial"": no caso de você está fazendo disciplinas de diferentes/vários semestres.",18 a 21 anos,Masculino,1,4,4,5,3,4,3,4,5,2,5,4,3,5,1,4,4,5,2,2,5,4,3,1,2,1,5,5,4,3,1,3,1,4,2,1,5,1,3,1,1,4,2,2,2,3,3,4,2,5,3,5,5,5,3,4,3,4,5,3,"Bastante direto, incisivo e adequado."
3/23/2018 19:14:52,Engenharia Química,"""Fatorial"": no caso de você está fazendo disciplinas de diferentes/vários semestres.",18 a 21 anos,Feminino,1,4,5,5,2,4,3,2,4,3,4,3,4,5,3,3,5,5,4,3,5,4,4,4,3,4,5,5,4,4,4,3,2,3,2,5,5,4,4,3,5,5,3,2,2,4,5,5,4,4,3,3,2,5,3,4,4,4,3,3,Perguntas bem elaboradas
3/23/2018 19:26:01,Engenharia Química,3º semestre,18 a 21 anos,Masculino,5,4,2,5,5,4,4,4,4,1,5,3,5,5,3,1,5,5,3,3,5,4,4,5,2,4,5,5,5,5,5,3,4,2,2,5,5,4,5,1,4,4,5,4,1,1,2,2,1,5,5,4,4,5,4,4,4,5,1,3,"Muito bom, conseguiu envolver todos os dilemas e situações que envolvem a vida acadêmica de todo estudante universitário. "
3/23/2018 19:46:57,Engenharia Ambiental,1º semestre,18 a 21 anos,Masculino,5,5,3,1,5,5,5,3,4,1,5,5,5,5,5,3,5,5,5,5,5,5,5,5,1,5,5,2,5,3,5,1,5,5,3,3,5,1,1,1,3,1,5,3,1,1,4,1,5,4,2,5,5,5,3,4,4,4,1,2,"Achei bastante interessante, principalmente em saber que alguém está interessado em saber como os alunos estão emocionalmente."
3/23/2018 19:56:53,Engenharia de Energias Renováveis,"3º semestre, ""Fatorial"": no caso de você está fazendo disciplinas de diferentes/vários semestres.",22 a 25 anos,Feminino,2,5,5,5,4,1,5,4,2,4,2,4,5,1,1,2,5,2,1,3,4,5,5,4,4,2,3,4,2,4,2,4,2,3,1,2,3,1,4,1,1,4,1,2,1,4,4,4,3,2,1,4,1,3,5,5,5,5,2,5,Ótimo
3/23/2018 20:45:08,Engenharia Química,1º semestre,22 a 25 anos,Masculino,3,5,5,5,5,3,5,5,2,5,1,5,5,2,5,3,5,1,4,5,1,5,5,5,5,4,2,3,2,4,5,5,4,5,1,5,2,5,4,3,4,4,1,3,5,5,4,5,4,4,1,5,5,5,5,5,5,4,3,5,foi boas passei minhas opinoes e o que sinto
3/23/2018 20:52:17,Engenharia de Energias Renováveis,1º semestre,18 a 21 anos,Masculino,2,4,5,1,4,1,5,4,1,4,1,4,5,2,3,4,5,1,2,4,3,5,4,4,3,4,2,5,1,3,4,4,3,5,1,1,2,3,4,2,4,4,1,3,1,4,4,4,2,3,1,4,5,3,4,4,4,4,3,5,Foi legal.
3/23/2018 21:12:18,Engenharia Civil,1º semestre,18 a 21 anos,Feminino,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,Bom
3/23/2018 22:02:48,Engenharia de Computação,1º semestre,18 a 21 anos,Masculino,4,5,3,1,5,1,5,5,1,4,1,5,5,1,5,3,4,1,2,5,3,5,5,5,4,5,3,1,1,5,5,5,5,5,1,5,1,5,5,4,5,5,3,5,2,4,5,5,5,1,1,5,4,4,5,5,5,4,1,5,Completo e direto
3/23/2018 22:17:14,Engenharia de Petróleo,1º semestre,22 a 25 anos,Feminino,3,5,5,5,3,5,4,2,5,1,5,1,5,5,4,3,5,5,2,3,5,5,4,2,1,2,5,5,5,1,3,2,2,3,5,1,5,2,3,1,1,3,5,1,2,2,4,4,5,5,3,5,2,5,2,1,5,3,3,5,"Gostei muito, pois assim a gente pode mostrar onde pode melhorar na universidade"
3/23/2018 23:12:43,Engenharia de Energias Renováveis,1º semestre,18 a 21 anos,Masculino,3,4,5,2,3,3,4,3,2,2,3,3,5,3,3,3,5,3,3,4,2,5,3,3,3,3,3,3,2,1,3,2,3,4,3,3,2,3,3,1,2,3,2,2,1,3,3,3,5,4,2,4,3,3,4,3,3,4,3,5,interessante
3/24/2018 2:44:10,Design,1º semestre,18 a 21 anos,Feminino,3,4,5,3,4,3,4,4,2,3,2,4,5,4,4,3,5,3,3,4,3,4,4,3,2,3,2,2,3,2,3,2,2,4,3,1,3,3,2,1,2,4,4,1,1,2,5,3,3,3,3,5,5,5,4,3,3,5,3,4,bom
3/24/2018 6:00:40,Engenharia Elétrica,"""Fatorial"": no caso de você está fazendo disciplinas de diferentes/vários semestres.",22 a 25 anos,Masculino,2,2,1,3,2,3,1,4,5,4,5,2,3,4,2,3,4,5,5,1,5,1,1,5,3,4,5,1,2,3,4,2,3,1,5,4,5,3,4,2,5,3,5,1,3,3,2,3,4,3,5,5,1,5,1,1,2,2,1,1,Muito interessante e focado em um problema sério que é vivido por muitos universitários.
3/24/2018 7:16:25,Engenharia de Petróleo,1º semestre,18 a 21 anos,Masculino,3,4,4,2,3,3,3,4,2,3,3,3,4,1,4,3,4,3,3,3,2,4,4,4,4,4,2,3,2,2,3,3,3,3,3,4,2,3,3,2,3,3,2,4,2,3,3,3,2,2,2,4,3,2,2,3,4,3,2,2,interessante
3/24/2018 10:40:29,Engenharia Civil,1º semestre,18 a 21 anos,Masculino,4,5,3,4,3,5,4,4,5,2,5,3,3,2,4,4,5,3,4,3,5,5,2,5,1,5,4,4,5,3,5,2,3,4,5,4,5,3,2,2,4,3,5,4,3,3,5,3,1,2,5,4,4,5,5,3,5,3,2,1,achei muito bom.
3/24/2018 11:02:05,Engenharia de Computação,1º semestre,22 a 25 anos,Masculino,3,4,2,3,4,5,4,3,5,3,5,2,5,4,3,1,5,3,2,4,2,4,3,4,2,4,5,2,2,3,5,3,5,4,2,5,4,1,3,4,5,3,4,3,2,4,2,4,4,4,3,5,4,5,4,3,2,3,1,3,"Gostei, ótimo para refletir poderia ter algo relacionado se estou satisfeito com a recepção da acessibilidade oferecida. "
